customerid,city,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,monthly_charges,total_charges,churn_label,churn_score,churn_reason,churn_flag,avg_monthly_value,contract_risks,payment_risk,engagement_score,cltv,high_value
9524-EGPJC,Walnut Creek,Female,No,No,No,18,Month-to-month,Electronic check,90.1,1612.75,Yes,80,Competitor offered higher download speeds,1,89.59722222222223,2,1,54.05,1621.8,0
6993-OHLXR,Walnut Creek,Female,No,No,No,2,Month-to-month,Electronic check,68.95,119.75,Yes,84,Competitor offered more data,1,59.875,2,1,35.475,137.9,0
8818-XYFCQ,Walnut Creek,Male,No,Yes,No,32,Month-to-month,Credit card (automatic),99.55,3204.65,Yes,71,Competitor made better offer,1,100.1453125,2,0,65.775,3185.6,1
4695-VADHF,Oakland,Male,No,Yes,No,18,Month-to-month,Electronic check,57.45,990.85,Yes,84,Competitor had better devices,1,55.047222222222224,2,1,37.725,1034.1000000000001,0
3863-IUBJR,Oakland,Male,No,Yes,No,12,One year,Credit card (automatic),53.65,696.35,Yes,78,Competitor had better devices,1,58.02916666666667,1,0,32.825,643.8,0
4822-RVYBB,Berkeley,Male,Yes,No,No,8,Month-to-month,Electronic check,100.6,819.4,Yes,90,Competitor offered higher download speeds,1,102.425,2,1,54.3,804.8,0
8436-BJUMM,Albany,Male,No,Yes,No,26,Month-to-month,Electronic check,83.75,2070.6,Yes,84,Competitor offered higher download speeds,1,79.63846153846154,2,1,54.875,2177.5,1
4184-TJFAN,Berkeley,Female,Yes,Yes,No,3,Month-to-month,Mailed check,88.3,273.75,Yes,68,Competitor offered higher download speeds,1,91.25,2,0,45.65,264.9,0
4145-UQXUQ,Berkeley,Female,Yes,No,No,8,Month-to-month,Electronic check,92.1,729.95,Yes,81,Competitor offered more data,1,91.24375,2,1,50.05,736.8,0
9948-YPTDG,San Rafael,Male,No,Yes,No,38,Month-to-month,Electronic check,79.45,3013.05,Yes,85,Competitor offered more data,1,79.29078947368421,2,1,58.725,3019.1,1
1236-WFCDV,Greenbrae,Male,Yes,No,No,14,Month-to-month,Credit card (automatic),90.45,1266.1,Yes,96,Competitor offered more data,1,90.43571428571428,2,0,52.225,1266.3,0
4883-QICIH,Bodega Bay,Male,No,Yes,No,32,Month-to-month,Bank transfer (automatic),69.75,2347.9,Yes,96,Don't know,1,73.371875,2,0,50.875,2232,1
8329-IBCTI,Cotati,Female,No,No,No,1,Month-to-month,Mailed check,19.65,19.65,Yes,99,Competitor made better offer,1,19.65,2,0,10.325,19.65,0
1271-SJBGZ,Forest Knolls,Male,Yes,No,No,12,Month-to-month,Electronic check,43.65,526.95,Yes,74,Competitor had better devices,1,43.9125,2,1,27.825,523.8,0
5669-SRAIP,Larkspur,Female,No,No,No,5,Month-to-month,Electronic check,39.5,210.75,Yes,93,Competitor offered higher download speeds,1,42.15,2,1,22.25,197.5,0
5981-ITEMU,Marshall,Male,No,Yes,No,40,Month-to-month,Bank transfer (automatic),97.1,3706.95,Yes,67,Competitor offered more data,1,92.67375,2,0,68.55,3884,1
6941-PMGEP,Novato,Female,No,No,No,5,Month-to-month,Electronic check,80,412.5,Yes,97,Competitor made better offer,1,82.5,2,1,42.5,400,0
1624-WOIWJ,Nicasio,Female,No,No,No,10,Month-to-month,Mailed check,84.7,832.05,Yes,69,Competitor had better devices,1,83.205,2,0,47.35,847,0
2074-GKOWZ,Novato,Male,No,Yes,No,2,Month-to-month,Bank transfer (automatic),89.55,185.55,Yes,73,Competitor had better devices,1,92.775,2,0,45.775,179.1,0
0376-YMCJC,Novato,Male,No,No,No,23,Month-to-month,Electronic check,90.6,1943.2,Yes,82,Competitor offered higher download speeds,1,84.48695652173913,2,1,56.8,2083.7999999999997,1
0634-SZPQA,San Anselmo,Female,No,No,No,23,Month-to-month,Bank transfer (automatic),90.05,2169.8,Yes,67,Competitor offered higher download speeds,1,94.33913043478262,2,0,56.525,2071.15,1
5536-RTPWK,Sausalito,Male,No,Yes,No,49,Month-to-month,Bank transfer (automatic),99.05,4853.75,Yes,100,Competitor offered higher download speeds,1,99.0561224489796,2,0,74.025,4853.45,1
6166-ILMNY,Tomales,Female,No,No,No,2,Month-to-month,Bank transfer (automatic),69.75,144.55,Yes,68,Competitor offered more data,1,72.275,2,0,35.875,139.5,0
3097-NNSPB,Valley Ford,Female,No,No,No,2,Month-to-month,Credit card (automatic),49.05,91.1,Yes,98,Competitor offered more data,1,45.55,2,0,25.525,98.1,0
0655-RBDUG,Alviso,Male,No,No,No,7,Month-to-month,Bank transfer (automatic),98.05,713,Yes,86,Competitor offered more data,1,101.85714285714286,2,0,52.525,686.35,0
4361-BKAXE,Boulder Creek,Female,No,No,No,41,Month-to-month,Bank transfer (automatic),114.5,4527.45,Yes,80,Competitor made better offer,1,110.42560975609756,2,0,77.75,4694.5,1
9878-TNQGW,Davenport,Male,No,No,No,2,Month-to-month,Electronic check,80.95,171.15,Yes,65,Competitor made better offer,1,85.575,2,1,41.475,161.9,0
4441-NIHPT,Freedom,Female,Yes,No,No,13,Month-to-month,Electronic check,74.3,940.35,Yes,97,Competitor had better devices,1,72.33461538461539,2,1,43.65,965.9,0
8999-BOHSE,Gilroy,Female,Yes,No,No,11,Month-to-month,Bank transfer (automatic),89.7,1047.7,Yes,89,Competitor offered higher download speeds,1,95.24545454545455,2,0,50.35,986.7,0
7029-RPUAV,Los Gatos,Male,Yes,Yes,No,17,Month-to-month,Credit card (automatic),100.45,1622.45,Yes,87,Competitor offered more data,1,95.43823529411765,2,0,58.725,1707.65,0
4607-CHPCA,San Martin,Male,No,Yes,No,25,One year,Electronic check,90.4,2178.6,Yes,100,Competitor made better offer,1,87.14399999999999,1,1,57.7,2260,1
8824-RWFXJ,Santa Cruz,Male,No,Yes,No,3,Month-to-month,Mailed check,56.15,168.15,Yes,83,Competitor had better devices,1,56.050000000000004,2,0,29.575,168.45,0
9763-PDTKK,San Jose,Female,No,No,No,4,Month-to-month,Bank transfer (automatic),94.4,387.2,Yes,74,Competitor had better devices,1,96.8,2,0,49.2,377.6,0
7627-JKIAZ,San Jose,Female,No,Yes,No,37,Month-to-month,Credit card (automatic),78.95,2839.65,Yes,97,Competitor offered higher download speeds,1,76.7472972972973,2,0,57.975,2921.15,1
4081-DYXAV,San Jose,Female,No,No,No,19,One year,Credit card (automatic),44.85,893.55,Yes,72,Competitor offered higher download speeds,1,47.02894736842105,1,0,31.925,852.15,0
8111-SLLHI,San Jose,Male,Yes,Yes,No,39,Month-to-month,Electronic check,105.65,4284.8,Yes,96,Competitor offered higher download speeds,1,109.86666666666667,2,1,72.325,4120.35,1
0927-LCSMG,San Jose,Male,No,No,No,7,Month-to-month,Mailed check,74.65,544.55,Yes,75,Competitor offered more data,1,77.79285714285713,2,0,40.825,522.5500000000001,0
8257-RZAHR,San Jose,Female,No,Yes,No,14,Month-to-month,Bank transfer (automatic),64.7,941,Yes,86,Competitor offered more data,1,67.21428571428571,2,0,39.35,905.8000000000001,0
5293-WXJAK,San Jose,Female,Yes,Yes,No,11,Month-to-month,Bank transfer (automatic),104.05,1133.65,Yes,82,Competitor offered more data,1,103.05909090909091,2,0,57.525,1144.55,0
0841-NULXI,Stockton,Male,No,No,No,1,Month-to-month,Electronic check,35.55,35.55,Yes,71,Don't know,1,35.55,2,1,18.275,35.55,0
7851-WZEKY,Stockton,Female,No,No,No,2,Month-to-month,Electronic check,95.15,196.9,Yes,82,Competitor made better offer,1,98.45,2,1,48.575,190.3,0
8844-TONUD,Acampo,Male,No,Yes,No,13,Month-to-month,Mailed check,96.65,1162.85,Yes,75,Attitude of service provider,1,89.44999999999999,2,0,54.825,1256.45,0
4086-YQSNZ,Glencoe,Female,Yes,Yes,No,3,Month-to-month,Electronic check,80.4,224.05,Yes,89,Attitude of service provider,1,74.68333333333334,2,1,41.7,241.20000000000002,0
5868-CZJDR,Linden,Male,No,No,No,1,Month-to-month,Mailed check,31.35,31.35,Yes,85,Attitude of service provider,1,31.35,2,0,16.175,31.35,0
0135-NMXAP,Lodi,Female,No,No,No,12,Month-to-month,Bank transfer (automatic),89.75,1052.4,Yes,97,Attitude of support person,1,87.7,2,0,50.875,1077,0
6270-OMFIW,Valley Springs,Male,No,Yes,No,60,One year,Electronic check,94.4,5610.25,Yes,99,Attitude of support person,1,93.50416666666666,1,1,77.2,5664,1
0107-WESLM,West Point,Male,No,No,No,1,Month-to-month,Electronic check,19.85,19.85,Yes,66,Attitude of support person,1,19.85,2,1,10.425,19.85,0
3992-YWPKO,Atwater,Female,No,No,No,6,Month-to-month,Credit card (automatic),109.9,669.45,Yes,69,Attitude of service provider,1,111.575,2,0,57.95,659.4000000000001,0
0125-LZQXK,Big Oak Flat,Male,No,No,No,15,Month-to-month,Electronic check,101.35,1553.95,Yes,99,Attitude of service provider,1,103.59666666666666,2,1,58.175,1520.25,0
8399-YNDCH,Columbia,Male,Yes,No,No,21,Month-to-month,Bank transfer (automatic),60.05,1236.15,Yes,70,Attitude of service provider,1,58.86428571428572,2,0,40.525,1261.05,0
5673-FSSMF,Delhi,Female,No,No,No,1,Month-to-month,Electronic check,60.15,60.15,Yes,91,Attitude of support person,1,60.15,2,1,30.575,60.15,0
1579-KLYDT,Hickman,Male,No,No,No,7,Month-to-month,Electronic check,90.45,593.45,Yes,98,Competitor made better offer,1,84.77857142857144,2,1,48.725,633.15,0
3927-NLNRY,Long Barn,Male,No,Yes,No,53,One year,Bank transfer (automatic),94.25,4867.95,Yes,96,Moved,1,91.84811320754717,1,0,73.625,4995.25,1
6358-LYNGM,Mariposa,Male,No,No,No,1,Month-to-month,Electronic check,74.9,74.9,Yes,84,Moved,1,74.9,2,1,37.95,74.9,0
5494-HECPR,Mi Wuk Village,Female,No,No,No,1,Month-to-month,Electronic check,80.25,80.25,Yes,69,Moved,1,80.25,2,1,40.625,80.25,0
9824-BEMCV,Modesto,Male,No,Yes,No,17,Month-to-month,Electronic check,69,1149.65,Yes,77,Competitor offered higher download speeds,1,67.62647058823529,2,1,43,1173,0
1373-ORVIZ,Modesto,Female,No,Yes,No,11,Month-to-month,Electronic check,66.35,740.8,Yes,91,Competitor offered higher download speeds,1,67.34545454545454,2,1,38.675,729.8499999999999,0
9866-QEVEE,Modesto,Male,No,No,No,19,Month-to-month,Bank transfer (automatic),86,1532.45,Yes,98,Competitor offered higher download speeds,1,80.65526315789474,2,0,52.5,1634,0
9897-KXHCM,Modesto,Female,No,Yes,No,3,Month-to-month,Electronic check,80.3,250.05,Yes,72,Competitor offered higher download speeds,1,83.35000000000001,2,1,41.65,240.89999999999998,0
7979-CORPM,Oakdale,Male,No,No,No,24,Month-to-month,Credit card (automatic),90.55,2282.55,Yes,67,Don't know,1,95.10625,2,0,57.275,2173.2,1
1618-CFHME,Riverbank,Female,No,No,No,2,Month-to-month,Electronic check,75.9,143.35,Yes,86,Don't know,1,71.675,2,1,38.95,151.8,0
3165-HDOEW,Salida,Male,No,Yes,No,1,Month-to-month,Mailed check,45.85,45.85,Yes,73,Don't know,1,45.85,2,0,23.425,45.85,0
6581-NQCBA,Snelling,Female,No,Yes,No,16,Month-to-month,Electronic check,49.95,810.2,Yes,78,Don't know,1,50.6375,2,1,32.975,799.2,0
1689-MRZQR,Turlock,Male,No,Yes,No,34,Month-to-month,Electronic check,78.3,2564.3,Yes,77,Don't know,1,75.42058823529412,2,1,56.15,2662.2,1
5835-BEQEU,Westley,Male,No,No,No,3,Month-to-month,Electronic check,76.95,228.4,Yes,92,Don't know,1,76.13333333333334,2,1,39.975,230.85000000000002,0
5565-FILXA,Yosemite National Park,Female,Yes,No,No,16,Month-to-month,Electronic check,96.15,1529.2,Yes,96,Don't know,1,95.575,2,1,56.075,1538.4,0
5552-ZNFSJ,Santa Rosa,Male,No,No,No,1,Month-to-month,Electronic check,45.3,45.3,Yes,66,Don't know,1,45.3,2,1,23.15,45.3,0
2223-KAGMX,Santa Rosa,Female,No,No,No,15,Month-to-month,Bank transfer (automatic),19.4,289.3,Yes,87,Don't know,1,19.28666666666667,2,0,17.2,291,0
7321-PKUYW,Branscomb,Female,No,No,No,11,Month-to-month,Electronic check,90.15,987.95,Yes,66,Competitor offered higher download speeds,1,89.81363636363636,2,1,50.575,991.6500000000001,0
2833-SLKDQ,Caspar,Male,No,No,No,1,Month-to-month,Mailed check,45.05,45.05,Yes,98,Network reliability,1,45.05,2,0,23.025,45.05,0
7595-EUIVN,Clearlake,Female,No,No,No,1,Month-to-month,Electronic check,75.8,75.8,Yes,70,Network reliability,1,75.8,2,1,38.4,75.8,0
2026-TGDHM,Cloverdale,Female,No,No,No,7,Month-to-month,Electronic check,79.3,523.15,Yes,69,Network reliability,1,74.73571428571428,2,1,43.15,555.1,0
4030-VPZBD,Comptche,Female,No,No,No,2,Month-to-month,Electronic check,30.9,59.05,Yes,98,Network reliability,1,29.525,2,1,16.45,61.8,0
4187-CINZD,Eldridge,Female,Yes,No,No,46,One year,Credit card (automatic),95.25,4424.2,Yes,90,Network reliability,1,96.17826086956521,1,0,70.625,4381.5,1
6818-WOBHJ,Fulton,Female,Yes,Yes,No,68,Month-to-month,Bank transfer (automatic),89.6,6127.6,Yes,69,Network reliability,1,90.11176470588236,2,0,78.8,6092.799999999999,1
2408-TZMJL,Gualala,Male,No,Yes,No,59,One year,Electronic check,110.15,6448.05,Yes,97,Network reliability,1,109.28898305084746,1,1,84.575,6498.85,1
9134-CEQMF,Nice,Male,Yes,Yes,No,7,Month-to-month,Electronic check,89.5,676.7,Yes,89,Network reliability,1,96.67142857142858,2,1,48.25,626.5,0
7993-PYKOF,Rio Nido,Male,No,Yes,No,8,Month-to-month,Electronic check,75,632.95,Yes,80,Network reliability,1,79.11875,2,1,41.5,600,0
5027-XWQHA,Ukiah,Male,No,No,No,6,Month-to-month,Electronic check,44.75,270.95,Yes,78,Network reliability,1,45.15833333333333,2,1,25.375,268.5,0
4566-QVRRW,Witter Springs,Female,No,Yes,No,11,Month-to-month,Electronic check,44.05,483.7,Yes,84,Network reliability,1,43.97272727272727,2,1,27.525,484.54999999999995,0
8519-IMDHU,Alderpoint,Male,Yes,Yes,No,15,Month-to-month,Bank transfer (automatic),85.6,1345.55,Yes,83,Network reliability,1,89.70333333333333,2,0,50.3,1284,0
0201-OAMXR,Mckinleyville,Female,No,No,No,70,One year,Credit card (automatic),115.55,8127.6,Yes,87,Network reliability,1,116.10857142857144,1,0,92.775,8088.5,1
3372-KWFBM,Bayside,Male,Yes,No,No,16,Month-to-month,Electronic check,86.6,1281,Yes,81,Network reliability,1,80.0625,2,1,51.3,1385.6,0
7831-QGOXH,Blue Lake,Female,No,No,No,18,Month-to-month,Electronic check,85.2,1553.9,Yes,77,Don't know,1,86.32777777777778,2,1,51.6,1533.6000000000001,0
6393-WRYZE,Bridgeville,Female,No,Yes,No,34,Month-to-month,Electronic check,97.65,3207.55,Yes,87,Don't know,1,94.33970588235294,2,1,65.825,3320.1000000000004,1
6599-RCLCJ,Crescent City,Male,No,Yes,No,47,Month-to-month,Electronic check,109.55,5124.55,Yes,90,Don't know,1,109.03297872340426,2,1,78.275,5148.849999999999,1
9831-BPFRI,Ferndale,Female,No,Yes,No,39,One year,Electronic check,89.55,3474.45,Yes,65,Poor expertise of online support,1,89.08846153846153,1,1,64.275,3492.45,1
1725-MIMXW,Honeydew,Male,No,No,No,1,Month-to-month,Mailed check,19.45,19.45,Yes,78,Poor expertise of phone support,1,19.45,2,0,10.225,19.45,0
0031-PVLZI,Korbel,Female,No,Yes,No,4,Month-to-month,Mailed check,20.35,76.35,Yes,81,Competitor had better devices,1,19.0875,2,0,12.175,81.4,0
7206-GZCDC,Loleta,Female,Yes,No,No,1,Month-to-month,Electronic check,69.25,69.25,Yes,75,Competitor offered higher download speeds,1,69.25,2,1,35.125,69.25,0
4791-QRGMF,Miranda,Male,No,Yes,No,59,One year,Bank transfer (automatic),99.5,5961.1,Yes,76,Competitor offered more data,1,101.035593220339,1,0,79.25,5870.5,1
1768-ZAIFU,Rio Dell,Female,Yes,No,No,1,Month-to-month,Electronic check,25.2,25.2,Yes,67,Competitor made better offer,1,25.2,2,1,13.1,25.2,0
4671-LXRDQ,Salyer,Male,No,No,No,2,Month-to-month,Mailed check,45,96.45,Yes,93,Competitor had better devices,1,48.225,2,0,23.5,90,0
1934-SJVJK,Smith River,Male,No,No,No,1,Month-to-month,Mailed check,20.15,20.15,Yes,70,Competitor had better devices,1,20.15,2,0,10.575,20.15,0
3838-OZURD,Somes Bar,Male,No,Yes,No,66,Month-to-month,Credit card (automatic),105,7133.25,Yes,96,Competitor offered higher download speeds,1,108.07954545454545,2,0,85.5,6930,1
9269-CQOOL,Trinidad,Male,No,No,No,3,Month-to-month,Credit card (automatic),54.7,169.45,Yes,66,Competitor offered higher download speeds,1,56.48333333333333,2,0,28.85,164.10000000000002,0
2845-HSJCY,Whitethorn,Female,No,Yes,No,14,Month-to-month,Electronic check,87.25,1258.6,Yes,78,Competitor offered higher download speeds,1,89.89999999999999,2,1,50.625,1221.5,0
1184-PJVDB,Amador City,Male,No,Yes,No,10,Month-to-month,Electronic check,79.95,857.2,Yes,68,Competitor offered more data,1,85.72,2,1,44.975,799.5,0
9415-DPEWS,Carmichael,Female,No,No,No,18,Month-to-month,Electronic check,88.35,1639.3,Yes,96,Competitor offered more data,1,91.07222222222222,2,1,53.175,1590.3,0
7943-RQCHR,Davis,Female,No,No,No,9,Month-to-month,Electronic check,94.75,889.9,Yes,83,Competitor offered more data,1,98.87777777777778,2,1,51.875,852.75,0
3793-MMFUH,Davis,Female,Yes,No,No,13,Month-to-month,Electronic check,95.05,1290,Yes,97,Competitor made better offer,1,99.23076923076923,2,1,54.025,1235.6499999999999,0
3249-ZPQRG,Diamond Springs,Male,No,No,No,4,Month-to-month,Electronic check,78.45,330.05,Yes,67,Competitor made better offer,1,82.5125,2,1,41.225,313.8,0
2568-BRGYX,Dixon,Male,No,No,No,4,Month-to-month,Electronic check,70.2,237.95,Yes,92,Competitor had better devices,1,59.4875,2,1,37.1,280.8,0
7721-JXEAW,Elk Grove,Male,No,Yes,No,59,Month-to-month,Bank transfer (automatic),41.05,2452.7,Yes,70,Competitor offered higher download speeds,1,41.57118644067796,2,0,50.025,2421.95,1
7249-WBIYX,Elmira,Male,No,Yes,No,10,Month-to-month,Electronic check,85.6,813.85,Yes,70,Competitor offered more data,1,81.385,2,1,47.8,856,0
6567-HOOPW,Folsom,Female,Yes,No,No,1,Month-to-month,Electronic check,79.2,79.2,Yes,76,Competitor made better offer,1,79.2,2,1,40.1,79.2,0
3164-AALRN,Greenwood,Male,No,No,No,5,One year,Mailed check,70,347.4,Yes,77,Competitor had better devices,1,69.47999999999999,1,0,37.5,350,0
3334-CTHOL,Jackson,Female,No,No,No,1,Month-to-month,Bank transfer (automatic),49.95,49.95,Yes,71,Competitor had better devices,1,49.95,2,0,25.475,49.95,0
4704-ERYFC,Knights Landing,Female,No,Yes,No,22,Month-to-month,Electronic check,69.25,1554,Yes,85,Competitor offered higher download speeds,1,70.63636363636364,2,1,45.625,1523.5,0
8621-MNIHH,Madison,Female,Yes,Yes,No,34,Month-to-month,Electronic check,94.25,3217.55,Yes,88,Competitor offered higher download speeds,1,94.63382352941177,2,1,64.125,3204.5,1
0471-LVHGK,Orangevale,Male,No,Yes,No,41,One year,Electronic check,73,3001.2,Yes,86,Competitor offered higher download speeds,1,73.19999999999999,1,1,57,2993,1
9518-RWHZL,Penryn,Female,No,No,No,64,One year,Credit card (automatic),100.05,6254.2,Yes,69,Competitor offered more data,1,97.721875,1,0,82.025,6403.2,1
5419-CONWX,Pleasant Grove,Female,Yes,No,No,4,Month-to-month,Credit card (automatic),99.8,442.85,Yes,89,Competitor offered more data,1,110.7125,2,0,51.9,399.2,0
6240-EURKS,Plymouth,Female,No,No,No,18,Month-to-month,Electronic check,35,553,Yes,76,Competitor offered more data,1,30.72222222222222,2,1,26.5,630,0
6960-HVYXR,Rio Linda,Female,No,No,No,1,Month-to-month,Electronic check,76,76,Yes,72,Competitor made better offer,1,76,2,1,38.5,76,0
7024-OHCCK,Sheridan,Female,Yes,No,No,2,Month-to-month,Electronic check,93.85,170.85,Yes,72,Don't know,1,85.425,2,1,47.925,187.7,0
7861-UVUFT,Sloughhouse,Female,No,Yes,No,15,Month-to-month,Electronic check,84.3,1308.4,Yes,86,Competitor had better devices,1,87.22666666666667,2,1,49.65,1264.5,0
5357-TZHPP,Wheatland,Male,Yes,No,No,9,Month-to-month,Credit card (automatic),84.4,732.5,Yes,83,Competitor offered higher download speeds,1,81.38888888888889,2,0,46.7,759.6,0
0680-DFNNY,Winters,Male,No,Yes,No,15,Month-to-month,Electronic check,101.1,1504.05,Yes,97,Competitor offered more data,1,100.27,2,1,58.05,1516.5,0
7767-UXAGJ,Colfax,Male,No,No,No,1,Month-to-month,Electronic check,50.45,50.45,Yes,68,Competitor made better offer,1,50.45,2,1,25.725,50.45,0
1571-SAVHK,Meadow Vista,Male,No,No,No,12,Month-to-month,Mailed check,99.95,1132.75,Yes,80,Competitor had better devices,1,94.39583333333333,2,0,55.975,1199.4,0
9546-CQJSU,Soda Springs,Female,No,No,No,2,Month-to-month,Electronic check,91.4,193.6,Yes,80,Competitor had better devices,1,96.8,2,1,46.7,182.8,0
0506-LVNGN,Rancho Cordova,Female,Yes,No,No,5,Month-to-month,Credit card (automatic),75.55,349.65,Yes,97,Competitor offered higher download speeds,1,69.92999999999999,2,0,40.275,377.75,0
2951-QOQTK,Sacramento,Male,No,No,No,4,Month-to-month,Credit card (automatic),80.8,332.45,Yes,72,Competitor offered higher download speeds,1,83.1125,2,0,42.4,323.2,0
3473-XIIIT,Sacramento,Female,No,Yes,No,16,Month-to-month,Electronic check,100,1534.75,Yes,68,Competitor offered higher download speeds,1,95.921875,2,1,58,1600,0
7893-IXHRQ,Sacramento,Male,No,No,No,1,Month-to-month,Electronic check,20.55,20.55,Yes,87,Competitor offered more data,1,20.55,2,1,10.775,20.55,0
2952-QAYZF,Sacramento,Male,No,No,No,5,Month-to-month,Electronic check,85.3,424.15,Yes,81,Competitor offered more data,1,84.83,2,1,45.15,426.5,0
4763-PGDPO,Sacramento,Female,No,No,No,4,Month-to-month,Electronic check,70.4,281,Yes,88,Competitor offered more data,1,70.25,2,1,37.2,281.6,0
5394-SVGJV,Sacramento,Male,No,No,No,37,Month-to-month,Bank transfer (automatic),98.8,3475.55,Yes,82,Competitor made better offer,1,93.9337837837838,2,0,67.9,3655.6,1
9283-LZQOH,Antelope,Male,No,Yes,No,13,Month-to-month,Credit card (automatic),74.4,896.75,Yes,89,Competitor made better offer,1,68.98076923076923,2,0,43.7,967.2,0
7079-QRCBC,Sacramento,Female,No,No,No,24,Month-to-month,Electronic check,98.75,2407.3,Yes,85,Competitor had better devices,1,100.30416666666667,2,1,61.375,2370,1
5469-CTCWN,Arbuckle,Male,No,Yes,No,61,One year,Electronic check,106,6547.7,Yes,92,Competitor offered higher download speeds,1,107.33934426229509,1,1,83.5,6466,1
